game_id,data_type,mode,team_era,roster_reference,quarter_length_seconds,regulation_quarters,overtime_enabled,stamina_enabled,side_1_player_a,side_1_player_b,side_2_player_a,side_2_player_b,side_1_nba_team,side_2_nba_team,side_1_team_strength_assumed,side_2_team_strength_assumed,side_1_final_score,side_2_final_score,winner_side,side_1_wins,simulated_pre_game_p_side_1_win
SIM0126,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Corwin,Dbart,Ben,2018-19 Toronto Raptors,2009-10 Portland Trail Blazers,93,82,40,43,2,0,0.5137
SIM0127,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Jackson,Max,Ryan,2006-07 Cleveland Cavaliers,2011-12 New York Knicks,86,82,48,30,1,1,0.6763
SIM0128,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Jackson,Sam,Paul,2009-10 Portland Trail Blazers,2003-04 Detroit Pistons,82,92,50,39,1,1,0.4073
SIM0129,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ben,Ryan,Paul,2006-07 Golden State Warriors,2009-10 Portland Trail Blazers,83,82,48,29,1,1,0.5797
SIM0130,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Paul,Brian,Ryan,2007-08 Boston Celtics,1993-94 Houston Rockets,94,92,34,50,2,0,0.6555
SIM0131,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Ryan,Jackson,Sam,2015-16 Cleveland Cavaliers,2000-01 Los Angeles Lakers,93,96,19,49,2,0,0.4199
SIM0132,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Ryan,Corwin,Paul,2009-10 Portland Trail Blazers,2010-11 Chicago Bulls,82,89,45,37,1,1,0.5329
SIM0133,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Corwin,Max,Brian,1997-98 Chicago Bulls,1970-71 Milwaukee Bucks,94,94,39,47,2,0,0.5
SIM0134,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Jackson,Sam,Max,1986-87 Los Angeles Lakers,2011-12 New York Knicks,96,82,41,33,1,1,0.7524
SIM0135,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Corwin,Jackson,Dbart,2005-06 Memphis Grizzlies,1985-86 Boston Celtics,77,96,37,56,2,0,0.2067
SIM0136,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Corwin,Dbart,Ben,2011-12 Oklahoma City Thunder,1985-86 Boston Celtics,91,96,33,28,1,1,0.4419
SIM0137,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Ben,Corwin,Sam,1970-71 Milwaukee Bucks,1976-77 Philadelphia 76ers,94,89,36,42,2,0,0.6457
SIM0138,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Max,Paul,Jackson,1995-96 Chicago Bulls,2016-17 Golden State Warriors,97,98,39,44,2,0,0.3764
SIM0139,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Sam,Jackson,Dbart,1985-86 Atlanta Hawks,2005-06 Memphis Grizzlies,85,77,38,35,1,1,0.5246
SIM0140,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Paul,Ben,Jackson,1986-87 Los Angeles Lakers,2013-14 Indiana Pacers,96,88,42,28,1,1,0.4559
SIM0141,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Jackson,Ryan,Dbart,2013-14 San Antonio Spurs,1986-87 Los Angeles Lakers,94,96,47,37,1,1,0.6949
SIM0142,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Dbart,Max,Brian,2000-01 Los Angeles Lakers,2013-14 San Antonio Spurs,96,94,48,49,2,0,0.613
SIM0143,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ryan,Paul,Max,2015-16 Golden State Warriors,1986-87 Los Angeles Lakers,95,96,43,45,2,0,0.3981
SIM0144,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Jackson,Sam,Ryan,2010-11 Chicago Bulls,1985-86 Boston Celtics,89,96,52,38,1,1,0.4871
SIM0145,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Ben,Corwin,Max,2003-04 Detroit Pistons,2012-13 Miami Heat,92,94,33,23,1,1,0.5679
SIM0146,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Ben,Sam,Ryan,2010-11 Chicago Bulls,2015-16 Cleveland Cavaliers,89,93,31,42,2,0,0.4535
SIM0147,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Dbart,Corwin,Paul,1985-86 Atlanta Hawks,1993-94 Houston Rockets,85,92,39,50,2,0,0.3969
SIM0148,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Ryan,Max,Sam,2011-12 Oklahoma City Thunder,1986-87 Los Angeles Lakers,91,96,55,54,1,1,0.3136
SIM0149,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Corwin,Brian,Ryan,2013-14 San Antonio Spurs,2005-06 Memphis Grizzlies,94,77,44,41,1,1,0.793
SIM0150,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Brian,Max,Ryan,2015-16 Cleveland Cavaliers,1971-72 New York Knicks,93,88,33,46,2,0,0.4667
SIM0151,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Sam,Max,Ben,2010-11 Chicago Bulls,2000-01 Los Angeles Lakers,89,96,44,41,1,1,0.3969
SIM0152,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Brian,Paul,Jackson,2018-19 Toronto Raptors,2010-11 Chicago Bulls,93,89,44,46,2,0,0.3882
SIM0153,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Jackson,Ben,Dbart,2010-11 Chicago Bulls,1995-96 Chicago Bulls,89,97,50,36,1,1,0.4983
SIM0154,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Ben,Brian,Sam,2011-12 New York Knicks,1997-98 Chicago Bulls,82,94,31,27,1,1,0.5659
SIM0155,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Jackson,Brian,Sam,2012-13 Miami Heat,2000-01 Los Angeles Lakers,94,96,39,49,2,0,0.714
SIM0156,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Dbart,Corwin,Max,1985-86 Atlanta Hawks,2010-11 Chicago Bulls,85,89,54,37,1,1,0.4992
SIM0157,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Paul,Ryan,Max,1976-77 Philadelphia 76ers,1985-86 Boston Celtics,89,96,28,48,2,0,0.3333
SIM0158,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Paul,Ben,Corwin,2000-01 Los Angeles Lakers,1970-71 Milwaukee Bucks,96,94,42,32,1,1,0.5461
SIM0159,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Paul,Max,Ben,2009-10 Portland Trail Blazers,2011-12 Oklahoma City Thunder,82,91,31,49,2,0,0.2749
SIM0160,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Sam,Corwin,Ryan,2013-14 Indiana Pacers,2007-08 Denver Nuggets,88,85,50,41,1,1,0.5801
SIM0161,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Jackson,Dbart,Max,1997-98 Chicago Bulls,2011-12 New York Knicks,94,82,35,28,1,1,0.7164
SIM0162,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Brian,Max,Ben,2000-01 Los Angeles Lakers,2007-08 Boston Celtics,96,94,33,56,2,0,0.3248
SIM0163,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Corwin,Ben,Brian,2007-08 Boston Celtics,1997-98 Chicago Bulls,94,94,34,41,2,0,0.4771
SIM0164,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Brian,Jackson,Ryan,2016-17 Golden State Warriors,1993-94 Houston Rockets,98,92,42,35,1,1,0.4329
SIM0165,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Corwin,Paul,Dbart,2000-01 Los Angeles Lakers,2006-07 Golden State Warriors,96,83,41,36,1,1,0.6043
SIM0166,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Paul,Dbart,Brian,2010-11 Chicago Bulls,1993-94 Houston Rockets,89,92,42,20,1,1,0.685
SIM0167,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Ryan,Brian,Max,1976-77 Philadelphia 76ers,2010-11 Dallas Mavericks,89,91,39,47,2,0,0.5679
SIM0168,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Corwin,Ben,Jackson,2016-17 Golden State Warriors,2007-08 Boston Celtics,98,94,44,38,1,1,0.3666
SIM0169,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Ryan,Brian,Corwin,1985-86 Boston Celtics,2007-08 Denver Nuggets,96,85,55,35,1,1,0.7922
SIM0170,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Dbart,Corwin,Brian,2003-04 Detroit Pistons,1976-77 Philadelphia 76ers,92,89,58,26,1,1,0.686
SIM0171,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Ryan,Brian,Ben,2005-06 Miami Heat,2013-14 Indiana Pacers,90,88,32,33,2,0,0.4775
SIM0172,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Jackson,Paul,Ryan,2018-19 Toronto Raptors,1970-71 Milwaukee Bucks,93,94,47,36,1,1,0.4883
SIM0173,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Sam,Paul,Jackson,2015-16 Cleveland Cavaliers,2007-08 Boston Celtics,93,94,42,40,1,1,0.4203
SIM0174,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,Ryan,Brian,Max,2007-08 Boston Celtics,1985-86 Atlanta Hawks,94,85,28,53,2,0,0.5589
SIM0175,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Brian,Max,Sam,2006-07 Golden State Warriors,2005-06 Memphis Grizzlies,83,77,31,50,2,0,0.5012
SIM0176,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Corwin,Max,Jackson,1976-77 Philadelphia 76ers,2010-11 Chicago Bulls,89,89,34,54,2,0,0.2673
SIM0177,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Brian,Dbart,Corwin,2015-16 Cleveland Cavaliers,2007-08 Denver Nuggets,93,85,43,24,1,1,0.6967
SIM0178,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Paul,Ryan,Ben,2005-06 Memphis Grizzlies,2006-07 Cleveland Cavaliers,77,86,46,55,2,0,0.4638
SIM0179,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Ryan,Corwin,Jackson,2010-11 Chicago Bulls,1986-87 Los Angeles Lakers,89,96,35,29,1,1,0.4415
SIM0180,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Ryan,Paul,Ben,1976-77 Philadelphia 76ers,2018-19 Toronto Raptors,89,93,42,58,2,0,0.2667
SIM0181,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Dbart,Paul,Sam,2010-11 Dallas Mavericks,2013-14 Indiana Pacers,91,88,35,39,2,0,0.5577
SIM0182,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Ryan,Brian,Ben,2015-16 Golden State Warriors,2011-12 New York Knicks,95,82,52,42,1,1,0.6678
SIM0183,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Ben,Jackson,Dbart,2000-01 Los Angeles Lakers,1976-77 Philadelphia 76ers,96,89,22,33,2,0,0.5809
SIM0184,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Dbart,Paul,Jackson,1997-98 Chicago Bulls,2005-06 Memphis Grizzlies,94,77,53,50,1,1,0.5378
SIM0185,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,Brian,Ben,Paul,2007-08 Denver Nuggets,2009-10 Portland Trail Blazers,85,82,45,49,2,0,0.3351
SIM0186,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Dbart,Corwin,Sam,2006-07 Golden State Warriors,1997-98 Chicago Bulls,83,94,41,30,1,1,0.4407
SIM0187,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Ben,Corwin,Jackson,1991-92 Chicago Bulls,1997-98 Chicago Bulls,95,94,42,38,1,1,0.4659
SIM0188,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Ryan,Sam,Paul,1995-96 Chicago Bulls,1971-72 New York Knicks,97,88,42,56,2,0,0.4675
SIM0189,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,Ryan,Corwin,Paul,1991-92 Chicago Bulls,2010-11 Chicago Bulls,95,89,32,40,2,0,0.6353
SIM0190,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Jackson,Paul,Corwin,1985-86 Atlanta Hawks,1971-72 New York Knicks,85,88,47,42,1,1,0.5564
SIM0191,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Max,Dbart,Jackson,2015-16 Cleveland Cavaliers,2018-19 Toronto Raptors,93,93,38,45,2,0,0.5229
SIM0192,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,Jackson,Max,Sam,2007-08 Denver Nuggets,1985-86 Boston Celtics,85,96,34,42,2,0,0.3326
SIM0193,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,Jackson,Corwin,Sam,1995-96 Chicago Bulls,1985-86 Atlanta Hawks,97,85,39,33,1,1,0.8141
SIM0194,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,Ryan,Brian,Dbart,2006-07 Cleveland Cavaliers,2013-14 San Antonio Spurs,86,94,21,35,2,0,0.5441
SIM0195,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Ben,Max,Corwin,2015-16 Golden State Warriors,2013-14 San Antonio Spurs,95,94,38,36,1,1,0.5572
SIM0196,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,Max,Jackson,Ben,2011-12 New York Knicks,2007-08 Denver Nuggets,82,85,28,46,2,0,0.3547
SIM0197,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Brian,Paul,Ben,1971-72 New York Knicks,1985-86 Boston Celtics,88,96,42,47,2,0,0.2159
SIM0198,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,Ben,Jackson,Brian,1995-96 Chicago Bulls,2006-07 Golden State Warriors,97,83,58,41,1,1,0.6781
SIM0199,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Brian,Paul,Sam,2007-08 Denver Nuggets,2005-06 Memphis Grizzlies,85,77,43,49,2,0,0.57
SIM0200,synthetic,2v2,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,Max,Paul,Ryan,2018-19 Toronto Raptors,2016-17 Golden State Warriors,93,98,38,31,1,1,0.5785
SIM0201,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Chris,,Ben,,2003-04 Detroit Pistons,2013-14 San Antonio Spurs,92,94,30,47,2,0,0.2015
SIM0202,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Max,,2010-11 Chicago Bulls,1997-98 Chicago Bulls,89,94,37,47,2,0,0.18
SIM0203,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Corwin,,1995-96 Chicago Bulls,2010-11 Chicago Bulls,97,89,37,34,1,1,0.7841
SIM0204,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Brian,,1985-86 Atlanta Hawks,1986-87 Los Angeles Lakers,85,96,34,31,1,1,0.5548
SIM0205,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Corwin,,2003-04 Detroit Pistons,1986-87 Los Angeles Lakers,92,96,41,32,1,1,0.6748
SIM0206,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Dbart,,1993-94 Houston Rockets,1976-77 Philadelphia 76ers,92,89,50,41,1,1,0.666
SIM0207,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Ryan,,2012-13 Miami Heat,1976-77 Philadelphia 76ers,94,89,39,43,2,0,0.4215
SIM0208,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Ben,,2013-14 San Antonio Spurs,1991-92 Chicago Bulls,94,95,40,55,2,0,0.3551
SIM0209,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Brian,,2013-14 San Antonio Spurs,2007-08 Denver Nuggets,94,85,32,36,2,0,0.8684
SIM0210,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Paul,,2010-11 Chicago Bulls,2011-12 New York Knicks,89,82,46,38,1,1,0.6248
SIM0211,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Brian,,1985-86 Atlanta Hawks,1970-71 Milwaukee Bucks,85,94,41,44,2,0,0.7034
SIM0212,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Dbart,,2006-07 Cleveland Cavaliers,2015-16 Golden State Warriors,86,95,33,42,2,0,0.3536
SIM0213,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Sam,,1995-96 Chicago Bulls,2016-17 Golden State Warriors,97,98,30,45,2,0,0.3143
SIM0214,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Max,,2010-11 Chicago Bulls,1976-77 Philadelphia 76ers,89,89,23,44,2,0,0.3245
SIM0215,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Max,,2015-16 Cleveland Cavaliers,2010-11 Chicago Bulls,93,89,25,40,2,0,0.2504
SIM0216,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Jackson,,2003-04 Detroit Pistons,2010-11 Dallas Mavericks,92,91,35,33,1,1,0.3768
SIM0217,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Brian,,2018-19 Toronto Raptors,2005-06 Memphis Grizzlies,93,77,43,36,1,1,0.9014
SIM0218,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Sam,,2005-06 Memphis Grizzlies,2012-13 Miami Heat,77,94,39,45,2,0,0.2736
SIM0219,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Brian,,1976-77 Philadelphia 76ers,2003-04 Detroit Pistons,89,92,29,33,2,0,0.5108
SIM0220,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Paul,,1991-92 Chicago Bulls,1993-94 Houston Rockets,95,92,32,44,2,0,0.7054
SIM0221,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Ryan,,2005-06 Memphis Grizzlies,2007-08 Denver Nuggets,77,85,41,31,1,1,0.6326
SIM0222,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Jackson,,1976-77 Philadelphia 76ers,2007-08 Denver Nuggets,89,85,41,37,1,1,0.4551
SIM0223,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Jackson,,2013-14 San Antonio Spurs,2011-12 New York Knicks,94,82,52,40,1,1,0.5482
SIM0224,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Dbart,,2005-06 Miami Heat,1976-77 Philadelphia 76ers,90,89,48,19,1,1,0.7589
SIM0225,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Jackson,,1995-96 Chicago Bulls,2003-04 Detroit Pistons,97,92,37,39,2,0,0.2592
SIM0226,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Dbart,,2012-13 Miami Heat,2000-01 Los Angeles Lakers,94,96,29,39,2,0,0.4313
SIM0227,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Jackson,,Ben,,2011-12 New York Knicks,2006-07 Cleveland Cavaliers,82,86,35,41,2,0,0.5449
SIM0228,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Sam,,2010-11 Dallas Mavericks,1991-92 Chicago Bulls,91,95,34,43,2,0,0.5449
SIM0229,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Paul,,2000-01 Los Angeles Lakers,2005-06 Miami Heat,96,90,39,40,2,0,0.6964
SIM0230,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Paul,,2005-06 Memphis Grizzlies,2006-07 Cleveland Cavaliers,77,86,33,41,2,0,0.3129
SIM0231,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Corwin,,1985-86 Boston Celtics,2007-08 Denver Nuggets,96,85,41,52,2,0,0.6674
SIM0232,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Paul,,2010-11 Dallas Mavericks,2007-08 Boston Celtics,91,94,41,38,1,1,0.5108
SIM0233,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Dbart,,2012-13 Miami Heat,2006-07 Cleveland Cavaliers,94,86,41,46,2,0,0.7515
SIM0234,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Ryan,,2006-07 Cleveland Cavaliers,2012-13 Miami Heat,86,94,23,41,2,0,0.2843
SIM0235,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Ben,,2010-11 Dallas Mavericks,2013-14 Indiana Pacers,91,88,33,34,2,0,0.315
SIM0236,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Corwin,,2012-13 Miami Heat,2009-10 Portland Trail Blazers,94,82,55,44,1,1,0.7847
SIM0237,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Paul,,1991-92 Chicago Bulls,2015-16 Golden State Warriors,95,95,32,57,2,0,0.5907
SIM0238,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Max,,1986-87 Los Angeles Lakers,2016-17 Golden State Warriors,96,98,35,39,2,0,0.3445
SIM0239,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Ryan,,2018-19 Toronto Raptors,1995-96 Chicago Bulls,93,97,36,20,1,1,0.5898
SIM0240,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Ben,,1997-98 Chicago Bulls,1986-87 Los Angeles Lakers,94,96,51,40,1,1,0.267
SIM0241,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Sam,,1985-86 Boston Celtics,1995-96 Chicago Bulls,96,97,37,24,1,1,0.5341
SIM0242,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Brian,,2013-14 San Antonio Spurs,2009-10 Portland Trail Blazers,94,82,42,26,1,1,0.6777
SIM0243,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ryan,,Brian,,2013-14 Indiana Pacers,1976-77 Philadelphia 76ers,88,89,38,42,2,0,0.6232
SIM0244,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Ben,,Dbart,,1986-87 Los Angeles Lakers,2016-17 Golden State Warriors,96,98,39,47,2,0,0.6548
SIM0245,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Corwin,,1991-92 Chicago Bulls,2009-10 Portland Trail Blazers,95,82,50,45,1,1,0.6043
SIM0246,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Dbart,,Brian,,1995-96 Chicago Bulls,2006-07 Cleveland Cavaliers,97,86,37,25,1,1,0.7068
SIM0247,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Max,,1995-96 Chicago Bulls,2009-10 Portland Trail Blazers,97,82,39,41,2,0,0.4013
SIM0248,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Brian,,Dbart,,2010-11 Dallas Mavericks,2000-01 Los Angeles Lakers,91,96,44,26,1,1,0.3543
SIM0249,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Sam,,2009-10 Portland Trail Blazers,2005-06 Memphis Grizzlies,82,77,27,41,2,0,0.3775
SIM0250,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Sam,,2005-06 Memphis Grizzlies,2006-07 Cleveland Cavaliers,77,86,31,36,2,0,0.2399
SIM0251,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Sam,,2003-04 Detroit Pistons,2016-17 Golden State Warriors,92,98,30,46,2,0,0.5217
SIM0252,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Paul,,Ben,,2016-17 Golden State Warriors,1971-72 New York Knicks,98,88,34,31,1,1,0.525
SIM0253,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Corwin,,Ryan,,2013-14 Indiana Pacers,2009-10 Portland Trail Blazers,88,82,36,33,1,1,0.4783
SIM0254,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Sam,,Ben,,2005-06 Miami Heat,2006-07 Cleveland Cavaliers,90,86,44,46,2,0,0.5008
SIM0255,synthetic,1v1,classic,NBA 2K26-inspired; assumed strengths,180,4,False,False,Max,,Paul,,1976-77 Philadelphia 76ers,2006-07 Cleveland Cavaliers,89,86,36,35,1,1,0.666
